Event Name,Date,Month,Venue,Venue2,Level of Licence,WA,Entry Details,Licence Number,Longitude,Latitude
Watford Open Field Events,6-Sep,Sep,Woodside Stadium,Watford,1,,,OUT 23/100,-0.3945440682,51.69587595
North East Relays Night,6-Sep,Sep,Monkton Stadium,Jarrow,1,,https://necaa.weebly.com/,OUT 23/148,-1.497931582,54.9656323
Tommy Clay Development Meeting,8-Sep,Sep,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/052,-0.069759,52.9771639
Fourth Trafford Combined Events Classic,9-Sep,Sep,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/019,-2.28935,53.44636
Trafford Medal Meetings,9-Sep,Sep,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/022,-2.28935,53.44636
BWAA Grand Prix Series,9-Sep,Sep,Stoke Mandeville Stadium,Stoke Mandeville,2,,,OUT 23/089,-0.784342,51.787885
Midland Counties League Division 1,9-Sep,Sep,University of Birmingham,Birmingham (U),1,,https://midland-athletics.co.uk/disciplines/league/,OUT 23/171,-1.93012,52.45082
Eastern Masters League,9-Sep,Sep,Bedford International Athletics Stadium,Bedford,1,,https://emac.org.uk/2023-tf-league/,OUT 23/215,-0.4418125,52.1336875
Cumbria League No pole vault/hammer/discus,9-Sep,Sep,Cumbria Sports Academy,Whitehaven,1,,,OUT 23/337,-3.5569948,54.5332739
Fourth Trafford Combined Events Classic,10-Sep,Sep,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/019,-2.28935,53.44636
West Yorkshire League,10-Sep,Sep,Princess Mary Athletic Stadium,Cleckheaton,1,,www.wakefield -harriers.co.uk/wytfl/wyl23index.htm,OUT 23/078,-1.7140939,53.7264346
Derby Athletics Development Association Midweek Opens,12-Sep,Sep,Moorways Athletics Stadium,Derby,1,,,OUT 23/109,-1.457212,52.891228
Oxon & Bucks Midweek Open Meeting,13-Sep,Sep,Oxford Horspath Athletics Stadium,Horspath,1,,https://www.rosterathletics.com/,OUT 23/114,-1.1871875,51.7374375
Veterans AC 10000m Championships,13-Sep,Sep,Millenium Arena Battersea Park,Battersea Park,1,,https://data.opentrack.run/en-gb/x/2023/GBR/vet10ktr23/,OUT 23/245,-0.146969,51.47698
Reading AC Development League,15-Sep,Sep,Palmer Park Athletic Track,Reading,1,,,OUT 23/305,-0.9696512,51.456659
Liverpool Jumps & Throws,16-Sep,Sep,Wavertree Athletic Track,Liverpool,2,,https://www.liverpoolthrowsjumps.co.uk/,OUT 23/105,-2.9239375,53.3958125
CP Sport National Athletics Championships,16-Sep,Sep,Coventry Athletic Track - University of Warwick,Coventry,2,,,OUT 23/111,-1.510477,52.4081812
Avon League,17-Sep,Sep,Yate Outdoor Sports Complex,Yate,1,,http://s250914043.websitehome.co.uk/avonleague/,OUT 23/198,-2.4243125,51.55581249
Huntingdonshire AC Club Championships,19-Sep,Sep,"One Leisure Outdoor Centre, St. Ives",St. Ives,1,,,OUT 23/272,-0.092947,52.336512
Tommy Clay Development Meeting,22-Sep,Sep,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/052,-0.069759,52.9771639
Trafford Medal Meetings,23-Sep,Sep,Longford Park Athletics Stadium,Stretford,1,,https://www.traffordac.co.uk/php/index.php?script=home.php,OUT 23/022,-2.28935,53.44636
Exeter Evening Open Meeting,26-Sep,Sep,Exeter Arena,Exeter,1,,https://exeterharriers.org.uk/events/exeter-open-competitions/,OUT 23/342,-3.491320974,50.73765245
Boston Final Fling Open Throws,8-Oct,Oct,Princess Royal Sports Arena (DABSI),Boston,1,,,OUT 23/051,-0.069759,52.9771639
